,Titulo de tesis,resumen,palabras clave,mencion
91,Sistema Multiagente para el análisis de semen humano bajo la plataformaJADE: Agente de Sesión y Agente Coordinador,Los sistemas multiagente representan una solución de desarrollo deaplicaciones distribuidas  con el objetivo de solventar problemas endominios específicos Por su condición de sistema distribuido lacomunicación entre agentes de un sistema multiagente debe serestandarizada  para garantizar el principio básico de la comunicación  comoes el entendimiento entre las partes En este Trabajo Especial de Grado sepresenta el desarrollo de dos agentes del Sistema Multiagente ANALISE comolo son: el Agente Sesión el cual tiene como funciones principales la devalidar la entrada al sistema y la de recibir las peticiones por parte delusuario  y el Agente Coordinador que a su vez  recibe dichas peticiones através del agente sesión  y coordina las tareas con los agentesespecializados a fin de satisfacer el requerimiento y retornar unarespuesta adecuada Para el diseño de los Agentes Sesión y Coordinador  seutilizó la metodología INGENIAS la cual provee un conjunto de metamodelosen los que se consideran los diferentes aspectos que forman parte delproceso de diseño de un Sistema Multiagente En cuanto a la implementación se utilizó la plataforma JADE la cual ofrece una gran variedad deherramientas para el desarrollo de este tipo de sistemas Por otra parte sedefinieron un conjunto de objetos de transferencia sobre los mensajes deintercambio entre los agentes para lograr así una comunicación estándar Semaneja un nivel de capas con base en las funcionalidades de loscomponentes  garantizando modularidad y encapsulamiento de las actividadesdel SMA  ofreciendo una interfaz Web,Sistema Multiagentes  JADE  Análisis de Semen Humano  INGENIAS  Objetos deIntercambio,TRABAJO ESPECIAL DE GRADO (INTELIGENCIA ARTIFICIAL)
92,Prototipo Funcional de un Sistema Basado en Conocimiento  para laAutomatización del Proceso de Selección de Personal AcadémicoUniversitario,Se presenta en este trabajo el desarrollo de un Sistema Basado enConocimiento (SBC)  constituido por un grupo de agentes  que permite laautomatización del proceso de  selección de personal  académico del masalto nivel en  las Universidades  Públicas Venezolanas El SBC minimiza losfactores de riesgo y aporta insumos a la toma de decisiones de maneraobjetiva Se considera el uso de CommonKADS como método de desarrollo Elmodelo de agentes del SBC  está constituido por  un agente analista  elcual define los criterios ha ser utilizados en la selección de losaspirantes   un agente seleccionador encargado de escoger elegibles de unconjunto de aspirantes  establecer puntos a entrevistas estructuradas analizar y evaluar los test proyectivos aplicados (en esta tarea se analizael tratamiento del tema  se evalúan aspectos formales y se interpretanresultados)  Las actividades de estos agentes se basan en el conocimientoadquirido a partir de los expertos del área el cual es  representado en elmodelo de conocimiento El SBC emite un informe con los resultados de lasevaluaciones  de los elegibles seleccionados,Sistemas Basados en Conocimiento  CommonKADS  Selección de Personal  Testde Wartegg  Agentes,TRABAJO ESPECIAL DE GRADO (INTELIGENCIA ARTIFICIAL)
93,SISTEMA MULTIAGENTE PARA EL ANÁLISIS DE SEMEN HUMANO BAJO LA PLATAFORMAJADE: AGENTE DE BÚSQUEDA Y PROTOCOLO DE COMUNICACIÓN,En el siguiente trabajo se describe el proceso de desarrollo de un Agentede Búsqueda en la ontología del Sistema Multiagente ANALISE Este sistemaestá siendo desarrollado con la finalidad de apoyar el análisis de lacalidad del semen humano y se compone de los siguientes agentes: sesión coordinador  almacenamiento/recuperación  morfología  clasificación y elcorrespondiente a este trabajo El agente de búsqueda recibe solicitudesdel agente coordinador de ANALISE  para buscar términos suministrados porel usuario a través de la interfaz y retorna resultados según una medida derelevancia asociada a la localización jerárquica del término en laontología Para el diseño del Agente de Búsqueda se utilizó la metodologíaINGENIAS la cual provee un conjunto de metamodelos que consideran losdiferentes aspectos que forman parte del proceso de diseño de un SistemaMultiagente (SMA) Adicionalmente  se diseñó una especificación formal delos protocolos de comunicación utilizando diagramas de secuencia UML  queespecifican los mensajes que deben intercambiar los agentes del SMA parallevar a cabo las tareas relacionadas a un diagnóstico Esta especificaciónluego fue implementada en un modelo del SMA utilizando la plataforma detrabajo para sistemas multiagente JADE, Sistema multiagente  ontologías Protégé  INGENIAS  JADE  protocolos de comunicación,TRABAJO ESPECIAL DE GRADO (INTELIGENCIA ARTIFICIAL)
94,Clasificación de la calidad del semen humano mediante un sistema híbridointeligente basado en casos y basado en reglas,En este trabajo se presenta una arquitectura híbrida de razonamientobasado en reglas y razonamiento basado en casos para apoyar laclasificación de la calidad del semen humano La arquitectura proporciona alos profesionales de la andrología un mecanismo que conjuga conocimientodeclarativo y de experiencias pasadas  que resulta imprescindible paraclasificar la calidad de un eyaculado La base de casos almacena datos deespermogramas y el diagnóstico de éstos (clasificación  severidad sugerencias/observaciones) El razonador basado en casos utiliza unmecanismo de recuperación de dos niveles: en el primero  utilizando reglas se realiza una clasificación interclases (clasificación espermática)  enel segundo  empleando la técnica de K  vecinos  se logra una clasificaciónintraclases (grado de severidad) El razonador basado en reglas emitesugerencias y observaciones que completan el diagnóstico  utilizando paraesto una base de reglas que considera parámetros del espermograma que noinfluyen en la clasificación La verificación del sistema fue realizadasatisfactoriamente con espermogramas proporcionados por un laboratorio defertilidad,Razonamiento basado en casos  Razonamiento basado en reglas  Arquitecturashíbridas inteligentes  Análisis de semen humano,TRABAJO ESPECIAL DE GRADO (INTELIGENCIA ARTIFICIAL)
95,DESARROLLO DE UNA APLICACIÓN EN AMBIENTE WEB PARA LA VISUALIZACIÓN DE UNAONTOLOGÍA PARA EL DOMINIO DEL ANÁLISIS DE SEMEN HUMANO,En este trabajo se propone el diseño  desarrollo y construcción de unaaplicación Web que permita la visualización de una ontología del dominiodel Análisis de Líquido Seminal humano (ALS)  en el marco del desarrollodel sistema basado en agentes denominado ANALISE El objetivo principal deeste proyecto reside en acceder y visualizar de manera organizada y clara tanto textual como gráficamente  el contenido de la ontología del ALS através de la aplicación que se propone  con la finalidad de brindar elmayor apoyo y soporte a los profesionales del área y de usuariosinteresados  se plantea proporcionar funcionalidades de búsqueda einferencia que de forma eficiente y precisa  optimicen y faciliten elacceso al conocimiento disponible Para lograr este objetivo  se estudia unframework de código abierto  denominado Jena  que permite manipularontologías e incorpora facilidades para el desarrollo de motores deinferencias,Ontología  Protégé  OWL  Visualización de Ontología,TRABAJO ESPECIAL DE GRADO (INTELIGENCIA ARTIFICIAL)
96,Sistema Multiagente para el análisis de semen humano bajo la plataformaJADE: Agente de Almacenamiento y Recuperación,En este Trabajo Especial de Grado se describe el proceso de desarrollo delAgente de Almacenamiento y Recuperación del Sistema Multiagente ANALISE  elcual esta dirigido a apoyar el análisis de semen humano y se compone de lossiguientes agentes: sesión  coordinador  búsqueda  morfología clasificación y el correspondiente a este trabajo  El agente dealmacenamiento y recuperación recibe solicitudes  de los otros agentes deANALISE  para efectuar operaciones sobre la base de datos  bien sea debúsquedas  actualizaciones  o almacenamiento El agente está en capacidadde realizar búsquedas avanzadas por medio de los parámetros delespermograma y además provee al usuario de un conjunto de estadísticas queaportan información acerca del comportamiento de la muestra de pacientesconsiderados Para el diseño del Agente de Almacenamiento y Recuperación seutilizó la metodología INGENIAS la cual provee un conjunto de metamodelosen los que se consideran los diferentes aspectos que forman parte delproceso de diseño de un Sistema Multiagente En la etapa de implementaciónse diseñaron e implementaron un conjunto de objetos de intercambio con lafinalidad de estandarizar la comunicación entre los agentes  estos objetosforman parte del protocolo de comunicación implementado por ANALISE Elagente de almacenamiento y recuperación está estructurado en capas  cadauna con actividades específicas Además  para su implementación seutilizaron tecnologías de vanguardia en el desarrollo de SistemasMultiagente y manejo de persistencia La plataforma sobre la cual se apoyael sistema ANALISE es JADE el cual provee un conjunto de herramientas paraaplicaciones Multiagente,Sistema Multiagente  Base de Datos  Plataforma JADE  JPOX  INGENIAS,TRABAJO ESPECIAL DE GRADO (INTELIGENCIA ARTIFICIAL)
97,Un esquema híbrido de Razonamiento  Basado en Casos y Razonamiento  Basadoen Reglas para la clasificación  de la calidad de Semen Humano,Los sistemas Híbridos integran varios subsistemas inteligentes  cada unode los cuales mantiene su propio lenguaje de representación y un mecanismodiferente de inferir soluciones  su objetivo es mejorar la eficiencia y lapotencia de razonamiento de los sistemas inteligentes aislados Por estarazón  en el Laboratorio de Inteligencia Artificial de la Escuela deComputación  surge la idea de desarrollar un Sistema Híbrido combinando elRazonamiento Basado en Reglas (RBR) y el Razonamiento Basado en Casos(RBC)  para apoyar al profesional del bioanálisis en el diagnóstico delaboratorio de la calidad del semen y en las recomendaciones a seguir producto de los hallazgos encontrados,Razonamiento basado en casos  razonamiento basado en reglas  métricas desimilitud,TRABAJO ESPECIAL DE GRADO (INTELIGENCIA ARTIFICIAL)
98,DESARROLLO DE UNA APLICACIÓN EN AMBIENTE WEB PARA LA VISUALIZACIÓN DE LAONTOLOGÍA DE INSECTOS ACUÁTICOS,En los estudios de los ecosistemas de aguas corrientes losmacroinvertebrados acuáticos han recibido una gran atención  principalmentepor su importancia como indicadores biológicos La razón es que estosinsectos presentan una alta sensibilidad a los cambios ambientales  por loque se utilizan como indicadores de ríos poco contaminados El proceso deidentificación de estas especies en el laboratorio está limitado por unaserie de factores  entre los que destacan la falta de literatura de lafauna acuática de los trópicos y la carencia de expertos en el áreaAdicionalmente  la información disponible se encuentra dispersa y a vecesen medios de difícil acceso  haciendo que a muchos de los investigadores seles dificulte el proceso de estudio e investigación Como una forma desolventar estas dificultades en un trabajo previo se desarrolló unaOntología en el dominio de los insectos acuáticos Para acceder a esteconocimiento de manera sencilla y desde cualquier ubicación geográfica  sepresenta en este trabajo una aplicación de visualización para ambiente Webla cual le ofrece a los usuarios funcionalidades como: navegar en laOntología y consultar el contenido de la misma de forma gráfica y textual visualizar imágenes asociadas a instancias especificas  descargardocumentos  y acceder a sitios de interés asociados con el dominio Laaplicación también cuenta con un módulo de administración de contenido paramantener actualizada la información contenida en la aplicación  siendo éstalos enlaces  documentos y la Ontología,Ontología  insectos acuáticos  aplicación Web   visualización  OWL Protégé  Jena,TRABAJO ESPECIAL DE GRADO (INTELIGENCIA ARTIFICIAL)
99,PROTOTIPO DE SISTEMA BASADO EN CONOCIMIENTO PARA LA IDENTIFICACIÓN DEESPECIES DE INSECTOS ACUÁTICOS  ORDEN PLECÓPTERA,El Laboratorio de Ecología de Sistemas Acuáticos Continentales delInstituto de Biología Experimental  de la Facultad de Ciencias de laUniversidad Central  tiene como uno de sus objetivos principales reconocerlas comunidades de macroinvertebrados acuáticos presentes en losprincipales ríos del país Las investigaciones realizadas actualmente en ellaboratorio  presentan dificultades considerables  principalmente: lainexistencia de literatura adecuada para realizar la identificación deespecies y la falta de expertos con especialización en esa rama de labiología Conscientes de las dificultades existentes  la necesidad defacilitar las investigaciones futuras y ampliar los conocimientos en elárea  se considera que una manera de acelerar y contribuir al arduo procesode identificación de insectos acuáticos es mediante la automatización Espor ello que se plantea  la implementación de un Prototipo de SistemaBasado en Conocimiento  que a través del uso de Agentes Inteligentes permita la emulación de las actividades de identificación  gracias alconocimiento experto obtenido de los miembros del grupo que realiza elproceso actualmente El objetivo principal del sistema es realizar laidentificación de insectos acuáticos del Orden Plecóptera  particularmenteel Género Anacroneuria encontrado en Venezuela  en base a suscaracterísticas morfológicas Durante el proceso de identificación deespecies el usuario debe seleccionar las características (elaboradas enbase a claves dicotómicas)  relacionadas con el ejemplar de su interés  yel agente se encargará de orientarlo hasta culminar la identificaciónsatisfactoriamente Además se ofrece una Guía Práctica de Consulta a travésde la cual el usuario podrá obtener información adicional relacionada conlos insectos acuáticos  cuyo desarrollo ha sido enfocado al ambiente Web,Sistema Basado en Conocimiento  Agente Inteligente  Insectos Acuáticos Claves Dicotómicas,TRABAJO ESPECIAL DE GRADO (INTELIGENCIA ARTIFICIAL)
100,Ontología en ambiente Web para el dominio del Análisis de Líquido seminalhumano,En este trabajo se presenta el desarrollo y construcción de una ontologíadisponible en ambiente Web para el dominio del análisis de líquido seminalhumano El objetivo de la ontología es representar  organizar  formalizar estandarizar y compartir el conocimiento del dominio  para que pueda seraccedido por las personas interesadas  en cualquier momento eindependientemente de la ubicación geográfica Para esto  se desarrolló unaaplicación basada en una arquitectura cliente/servidor para ambientes Web la cual está formada por dos módulos: uno de Administración y otro deAcceso Público El módulo de Administración permite configurar y mantenerel sitio Web de la ontología  mientras que el módulo de Acceso Públicopermite que los usuarios puedan acceder al conocimiento disponible Para laconstrucción de la ontología se utilizó el método Methontology y para suimplementación el editor de ontologías Protégé,Ontologías  visualización de ontologías  methontology,TRABAJO ESPECIAL DE GRADO (INTELIGENCIA ARTIFICIAL)
101,Herramienta de minería de datos: prototipo del módulo de extracción dereglas de clasificación y reglas de asociación,En el Laboratorio de Inteligencia Artificial se han desarrollado diversasherramientas de la Minería de Datos  que abarcan el preprocesamiento dedatos  el análisis exploratorio de datos y métodos de aprendizaje En esteTrabajo Especial de Grado se presenta una propuesta para desarrollar uno delos métodos de aprendizaje  como lo es la extracción de reglas declasificación y reglas de asociación  implementando un algoritmo decobertura y el algoritmo apriori La aplicación debe ser de fácilaprendizaje y memorización para el usuario  es decir  la usabilidad debeestar presente También  se desea que cumpla con otras funcionalidades como por ejemplo dos algoritmos para discretizar datos  y permitir editarlas etiquetas que colocan éstos algoritmos por defecto  entre otras Parala implementación de la aplicación se utilizó el lenguaje Java  usando elambiente de Netbeans 55,Extracción de Reglas  Reglas de Clasificación  Reglas de Asociación Usabilidad,TRABAJO ESPECIAL DE GRADO (INTELIGENCIA ARTIFICIAL)
102,Prototipo para el observatorio Socioeconómico y laboral para lascomunidades en Venezuela,En el presente Trabajo Especial de Grado se desarrolla el prototipo de unsoftware de aplicación que facilita la implementación de Observatoriosespecíficos de manera rápida  a través de la definición de los objetospropios en estudio  integrando toda la información en la base de datos delsistema de manera centralizada Este proceso debe ser elaborado por elexperto de contenidos o de observatorios  y no necesariamente debe poseerconocimientos de computación en lo que respecta a bases de datos oprogramación El objetivo principal de este trabajo es elaborar unaherramienta en ambiente Web para todos aquellos grupos organizados queopten por la creación de Observatorios para el manejo de informacióncomunitaria  con el fin de apoyar la toma de decisiones en cualquier áreade aplicación Esta aplicación fue construida bajo una metodología ágil dedesarrollo de software conocida como Programación Extrema o ExtremePrograming  XP Se emplea el patrón Modelo Vista Controlador (MVC) Esteconstituye un patrón de ingeniería de software que separa los datos de unaaplicación  la interfaz de usuario  y la lógica de control en trescomponentes distintos MVC se aplica frecuentemente en aplicaciones Web donde la vista es la página HTML y el código que provee de datos dinámicosa la página  el controlador es el Sistema de Gestión de Base de Datos y elmodelo es el modelo de datos,Observatorio  Comunidades  Asociaciones  Aplicaciones con TecnologíaInternet  Sistemas de Información  Arquitectura Vertical  Modelos Definidospor el Usuario  Meta Datos,TRABAJO ESPECIAL DE GRADO (BASE DE DATOS)
103,Desarrollo del prototipo de una aplicación para el manejo de encuestaselectrónicas en dispositivos Pocket PC utilizando BD distribuidas ymóviles,Actualmente  el uso de las Bases de Datos Distribuidas y Móviles estásiendo utilizadas con mayor frecuencia  esto debido  a que se aplicandiferentes formas para acceder a ellas  es decir se utilizan diversosdispositivos que puedan tener acceso a las mismas Los equipos como PALM yPocket PC  permiten acceder a estas bases de datos a través de aplicacionesmóviles para el manejo de la información Existe una propuesta por parte dela empresa Marketing Tecnology Events (MTE) de realizar un sistema deencuestas El cual ya se encuentra implementado en dispositivos PALM  y sedesea crear dicho sistema  pero para dispositivos Pocket PC  ya que latendencia de desarrollo de aplicaciones móviles se inclina hacia estosdispositivos por las facilidades que las herramientas de programaciónofrecen Nuestro objetivo  es desarrollar un prototipo de aplicación quepermita manejar encuestas electrónicas por medio de dispositivos Pocket PC basándose en una aplicación ya existente de encuestas hecha para laplataforma PALM OS y utilizando una BD consolidada,,TRABAJO ESPECIAL DE GRADO (BASE DE DATOS)
104,Reingeniería del sistema de control de gestión hospitalaria,El presente trabajo especial de grado #reingeniería del sistema de controlde gestión hospitalaria#  se basa en la documentación  rediseño yactualización de la tecnología bajo la cual fue desarrollado el sistemapara el sector salud SICLHOS (Sistematización integral de clínicas yhospitales) A este proceso se le denomina #proceso de reingeniería desistemas#  el cual permite que un sistema existente pueda aprovechar lasventajas de las nuevas tecnologías  apoyándose en el uso de herramientaCASE para producir la automatización de aspectos como: la documentación delsistema dentro de un repositorio de datos  el rediseño de los procesoslógicos  componentes y sus interrelaciones para la adaptación a loscambios  la incorporación de nuevos requerimientos y posterior generaciónsobre una nueva plataforma operativa Para la realización de este trabajo se utilizaron herramientas tecnológicas según el entorno de trabajo  esdecir  para lograr la documentación del sistema dentro del CASE fuenecesario realizar previamente un upgrade de la aplicación condeveloper/2000 V 132 y Forms 45  para la captura  reestructuración ymigración se contó con la tecnología del CASE Oracle Designer/2000 V 60 ydeveloper/2000 V 60  todo este proceso soportado sobre el manejador debases de datos Oracle8,Reingeniería de sistemas  rediseño  actualización  reestructuración migración  CASE  Developer/2000  Oracle,TRABAJO ESPECIAL DE GRADO (INGENIERIA DE SOFTWARE)
105,Desarrollo de una aplicación web para el control del rendimiento de losatletas pertenecientes a la federación venezolana de deportes acuáticos,La federación venezolana de deportes acuáticos (FEVEDA) tiene comoobjetivo principal llevar el control de todas las disciplinas acuáticas quese practican en el país  para ello es necesario mantener un seguimiento delos atletas nacionales que se desenvuelven en las disciplinas de natación yaguas abiertas Es de suma importancia para la Federación analizar lasestadísticas reportadas en los competidores venezolanos en cada uno de lostorneos nacionales e internacionales y así mantener control sobre el avanceque presenta con el paso del tiempo Por todo esto  FEVEDA se ve en lanecesidad de desarrollar un sistema que les permita mantener control delrendimiento de los atletas vinculados con la disciplina de natación y aguasabiertas  de esta manera se podrán realizar comparaciones estadísticas y semantendrá un seguimiento del nivel de rendimiento de los competidores enperíodos de tiempo asociados con los torneos en los que hayan participadoEl objetivo del Trabajo Especial de Grado es: analizar  diseñar y construirun sistema automatizado basado en web para FEVEDA  que permita llevar elcontrol de los procesos estadísticos e informativos de los nadadoresvenezolanos que se desenvuelven en las disciplinas de natación y aguasabiertas de manera que se pueda llevar control al respectoFEVEDA  control de procesos estadísticos  aplicación web  XP EXtremeProgramming,,TRABAJO ESPECIAL DE GRADO (APLICACIONES INTERNET)
106,Centralización y estandarización de la autenticación de aplicaciones Webdesarrolladas en plataformas heterogéneas,El presente Trabajo Especial de Grado consiste en el análisis y diseño deuna solución capaz de soportar los procesos de autenticación de losdistintos usuarios de una corporación de manera centralizada  sobre unaplataforma heterogénea  haciendo uso de múltiples mecanismos  protocolos yprestaciones  bajo el esquema de una arquitectura orientada a servicios Sedesea automatizar el proceso de autenticación de usuarios de manera que unsolo componente de software decida  a través de parámetros  cual es eldestino de la solicitud de autenticación en función de la peticiónrealizada  es decir  cual servicio de autenticación centralizado contienelas autorizaciones solicitadas por el usuario El objetivo principal deeste trabajo es realizar el análisis y diseño de una herramientacomputacional en ambiente de red que permita integrar los diferentesmecanismos y protocolos de autenticación  con el propósito de mejoraraspectos de seguridad de una empresa de energía del estado venezolano Esteanálisis y diseño de la herramienta se orientó bajo un método ágil dedesarrollo de software conocida como Extreme Programing o ProgramaciónExtrema (XP) ,Integridad  Confidencialidad  Automatización  Seguridad en Redes Arquitectura Orientada a Servicios  Autenticación,TRABAJO ESPECIAL DE GRADO (APLICACIONES INTERNET)
107,Desarrollo de una aplicación para administrar y analizar las campañas de email marketing,Mediante este documento se desea describir el entorno en el cual sedesarrolló el trabajo realizado para Wonderland Web Consulting  cuyoobjetivo era crear una herramienta sólida y confiable que les permitieseampliar su servicio de email marketing Esto permitirá a la empresa elincrementar su competitividad y posicionarse mejor en el mercado Seplanteará el contexto técnico existente en la empresa  es decir  plataformausada  estado del software que ya existía y objetivos que se quierenalcanzar con el nuevo desarrollo Así mismo se discutirán una serie de deconceptos técnicos y fundamentos teóricos relevantes al diseño y laimplementación que se hizo  con el fin de darle un marco técnico alproyecto También se expondrá el esquema planteado según el cual se realizóel proyecto Este esquema viene dado por una implementación del ProcesoUnificado (UP) mediante la cual se definen los entes que actúan dentro delsistema  así como las diferentes actividades que estos entes llevan a cabodentro del sistema y las interacciones entre ellos Con esto podremosdefinir las clases  funcionalidades y módulos del programa  así comodefinir el diseño de la base de datos asociada Todo esto estará soportadoen un modelo realizado con el Lenguaje de Modelado Unificado (UML),Emailmarketing  correos electrónicos  aplicaciones web  Proceso unificado(UP)  Lenguaje de modelado unificado (UML),TRABAJO ESPECIAL DE GRADO (APLICACIONES INTERNET)
108,Sistema de información para el seguimiento y control de proyectos,Este Trabajo Especial de Grado contempla el desarrollo de un Sistema deInformación para el Seguimiento y Control de Proyectos siguiendo elestándar de la guía del PMBOK (Project Managemet Body of Knowledge  Guía deFundamentos de la Dirección de Proyectos) Para llevar a cabo estedesarrollo se utilizó el método de investigación de proyecto factible  lacual  en una de sus etapas  permite analizar y seleccionar las herramientasque se encuentran en el área de conocimiento de Tiempo de la guía delPMBOK El método de desarrollo utilizado consiste en entrega por etapas  elcual facilita el análisis  diseño e implementación del sistema propuestoSe propuso un método de programación que consiste en un estándar paraorganizar la estructura del código del sistema Se analizan lasherramientas y técnicas correspondientes al área de Tiempo para seleccionaraquellas que se implementarán en el sistema mencionado Una vezseleccionadas se lleva a cabo la implementación de las mismas y las pruebasnecesarias para comprobar su correcto funcionamiento,,TRABAJO ESPECIAL DE GRADO (SISTEMAS DE INFORMACION)
