,Titulo de tesis,resumen,palabras clave,mencion
10,elaboraciÓn de un prototipo de buscador de documentos acadÉmicos de lafacultad de ciencias,el presente trabajo especial de grado aborda el tema de la localizaciÓn dedocumentos electrÓnicos con la informaciÓn solicitada por los usuarios enel marco conceptual se investigÓ acerca de la manera en que funcionan losgrandes buscadores de internet  los buscadoresmas especÍficos que operan enuna sola computadora y los formatos de documentos electrÓnicos que Éstosmanejan en el marco aplicativo se desarrollÓ un repositorio y un buscadorweb de documentos electrÓnicos  los cuales estÁn diseÑados para albergar alos trabajos producidos por los estudiantes de la facultad de ciencias dela universidad central de venezuela el sistema desarrollado en el marcoaplicativo se llama busconest  el cual es a su vez un subsistema de conestdedicado exclusivamente a los documentos digitales relacionados contrabajos acadÉmicos durante el desarrollo de la aplicaciÓn se emplearonplanteamientos y soluciones innovadoras para los requerimientosespecÍficos entre los principales aspectos del desarrollo de busconesttenemos el algoritmo de ordenamiento  la implementaciÓn del manejo de lapersistencia  la ejecuciÓn de las consultas  la integraciÓn con conest y laincrementabilidad del sistema entre otros,busconest  conest  biblioteca  ruby on rails,aplicaciones internet
11,admin ucv ngn: aplicaciÓn de cÓdigo abierto para la configuraciÓn y laadministraciÓn de redes de prÓxima generaciÓn,el presente trabajo especial de grado consiste en el desarrollo de unaaplicaciÓn denominada adminucv ngn para la administraciÓn y laconfiguraciÓn de redes con soporte para ipv4 e ipv6 adminucv ngn estÁbasada en el protocolo snmp y provee un conjunto de herramientas quepermiten monitorizar y conocer el estado de la red  facilitando la labordel administrador el trabajo se inicia con un estudio teÓrico de losaspectos mÁs relevantes que se deben tomar en cuenta para la creaciÓn de unsistema para administraciÓn de redes y un anÁlisis de cada uno de losprotocolos sobre los que se fundamenta durante la implementaciÓn de laaplicaciÓn  se utilizÓ una metodologÍa iterativa basada en las nuevastendencias del modelo de desarrollo Ágil que plantea la creaciÓn de cadauna de las herramientas de la aplicaciÓn en una iteraciÓn del proceso queabarca las fases de anÁlisis  diseÑo  implementaciÓn y pruebas adminucvngn brinda soporte para snmp versiÓn 1 y 2c mediante un manager snmp quecomplementa las primitivas del protocolo con operaciones avanzadas talescomo walk (para recorrer un subÁrbol de la mib y table view (paravisualizar los datos de una tabla snmp ordenados por columnasadicionalmente permite importar mibs  recibir traps y generar grÁficasbasadas en variables snmp adminucv ngn incorpora tambiÉn un conjunto deutilidades administrativas como ping  tracert  un sniffer y un escÁner depuertos tcp  donde cada una de ellas provee soporte para ipv4 e ipv6elproducto final junto a la documentaciÓn de la investigaciÓn estÁ publicadacomo una aplicaciÓn con licencia gnu gpl a travÉs de sourceforgenet (unsitio web que permite el hospedaje y distribuciÓn de software libre ysistemas de cÓdigo abierto en el siguiente enlace:http://adminucvngnsourceforgenet,administraciÓn de redes  ipv4  ipv6  snmp  mib  gnu,tecnologias en comunicaciones y redes decomputadoras
12,generador grÁfico de consultas para la recuperaciÓn de datos integrado eneclipse,en la actualidad  la mayorÍa de los sistemas de software almacenansuinformaciÓn haciendo uso de bases de datos cada uno de los sistemasmanejadores de bases de datos  manejan esta informaciÓn de diferentesmaneras  lo cual hace quela recuperaciÓn de los datos dependa en gran partedel sistema manejador de basesde datos que se utilice el presente trabajoespecial de grado  ofrece realizar una herramienta quepermita a losusuarios inexpertos en la manipulaciÓn de consultas de recuperaciÓn dedatos(sql la construcciÓn de una consulta se realizarÁ de forma grÁfica permitiendo hacer abstracciÓn del smbd utilizado esta herramienta grÁficade creaciÓn consultas de recuperaciÓn de datos  se implantÓ como un plugindel entorno de desarrollo eclipse  debido a que las consultas derecuperaciÓn de datos sql son utilizadas en mayor parte en el momento enque sedesarrollan los sistemas de software para llevar a cabo la soluciÓnal problema  y desarrollar una herramienta degeneraciÓn de consultas sqlindependiente del smbd y de su sintaxis sql  se realizÓlo siguiente: sedefiniÓ un proceso de desarrollo basado en programaciÓn extrema (xpytomando prÁcticas y principios de la metodologÍa modelaciÓn Ágil (amcomola herramienta debe permitir generar una sintaxis sql para diferentes smbd se hizo que la misma fuera extensible mediante archivos deconfiguraciÓnbasados en xml  en los cuales se especifican las caracterÍsticas decadabases de datos las soportadas por el plugin actualmente son mysql41 postgres 81 y oracle 9ise creÓ un mÓdulo de bases de datos genÉricoque permite establecercomunicaciÓn con los diferentes smbd relacionales ademÁs de poder obtenerel diccionario de datos que en estos se encuentranse crearon interfaces de manejos de proyectos  que aplica los patronesdeinterfaces a las del entorno de desarrollo eclipse,plugin  eclipse  sql  bases de datos,aplicaciones internet
13,actualizaciÓn tecnolÓgica para el instituto nacional de trÁnsito ytransporte terrestre caso de estudio: sistema de inventario de placas,el inttt pretende incorporar la nueva forma de identificaciÓn de vehÍculosamediados del 2008 (cÓdigos de placas de 7 dÍgitos para suplantar el viejosistema (cÓdigos de placas de 6 dÍgitos  se ha sugerido ladescentralizaciÓn del sistema actual de almacenamiento de identificacionesya que el inttt cuenta con 69 oficinas distribuidas a lo largo del paÍs por lo tanto  el nuevo sistema de identificaciÓn de vehÍculos pudieramasificarse en todo el paÍs de manera rÁpida y efectiva se propone eldesarrollo de una plataforma de software aplicando un mÉtodo dedesarrolloÁgil en un contexto de trabajo real bajo una arquitectura clienteservidorcon una propuesta de migraciÓn hacia una arquitectura orientada aservicios  que sea accesible y fÁcil de usar  de manera tal  que puedaimplantarse en cada una de las oficinas del inttt y que permita agilizar lamasificaciÓn de la nueva forma de identificaciÓn vehicular,inttt identificaciÓn cÓdigos arquitectura paÍs oficinas dÍgitos sistema nueva placas pudieramasificarse usar suplantar aservicios plataforma lamasificaciÓn tal distribuidas vehÍculosamediados hacia mÉtodo 69 almacenamiento pretende propuesta viejosistema cuenta aplicando ladescentralizaciÓn 7 migraciÓn orientada fÁcil trabajo dedesarrolloÁgil real permita sugerido efectiva propone nuevo bajo vehÍculos largo eldesarrollo agilizaractualizaciÓn tecnolÓgica para el instituto nacional de trÁnsito ytransporte terrestre caso de estudio: sistema de inventario de placas,aplicaciones internet
14,desarrollo de un generador de sitios web para la visualizaciÓn deontologÍas,en el presente trabajo de investigaciÓn se propone el diseÑo  desarrollo eimplementaciÓn de una herramienta que permita la generaciÓn de sitios webpara la visualizaciÓn de ontologÍas y contenidos relacionados a la mismadicha herramienta estarÁ basada en una arquitectura cliente/servidor laherramienta propuesta tiene como base o punto de partida los siguientestrabajos de investigaciÓn: ontologÍa en ambiente web para el dominio delanÁlisis de lÍquido seminal humano (pereira  2006  visualizador de unaontologÍa de insectos acuÁticos (labrador  2007 y desarrollo de unaaplicaciÓn en ambiente web para la visualizaciÓn de una ontologÍa para eldominio del anÁlisis de semen humano (reyes  2008  los trabajosmencionados anteriormente  permiten visualizar una ontologÍa bajo unesquema cliente/ servidor sin embargo  estos visualizadores tienen lalimitante de trabajar con un dominio y ontologÍa especifica el generadorde sitios web para la visualizaciÓn de ontologÍas permite solucionar dichalimitante a travÉs de un mÓdulo visualizador generalizado para ontologÍasowldl,ontologÍa  sitios web  visualizaciÓn de ontologÍas  owldl  visualizadorgeneralizado,inteligencia artificial
15,desarrollo de un portal web para apoyar el aprendizaje continuotecnolÓgico,este trabajo (enmarcado dentro del proyecto fonacit nro 2005000166muestra el desarrollo de un portal que proporciona elementoscomunicacionales para promover el aprendizaje colaborativo yorganizacional se establece una infraestructura que brinda elsoportenecesario para que las personas alfabetizadas tecnolÓgicamente y susfacilitadores  puedan distribuir conocimiento tecnolÓgico bien sea  parareforzar lo aprendido o para actualizarse  dando continuidad al proceso deenseÑanzaaprendizaje la infraestructura permite que los usuarios puedanincorporar y distribuir conocimiento endiferentes modalidades decomunicaciÓn (foros  noticias y artÍculos  asÍ como provee mecanismos parala incorporaciÓn de nuevos componentes comunicacionales que faciliten quemejoren la comunicaciÓn entre los usuarios la soluciÓn propuesta incluyecomo paso inicial el modelado de negocio  para lo cual se utiliza lanotaciÓn bpm (business process model  identificando los procesosprincipalesque deben ser implantados a travÉs del portal en el desarrollodel portal se utiliza laherramienta joomla (soluciÓn de software libre esta provee funcionales para la construcciÓn rÁpida de portales  debido aesto  se propone un mÉtodo de desarrollo basado en el modelado Ágil (ma especificando como artefactos principales: el modelo decasos de uso yactividades (utilizando la notaciÓn uml  unified modelinglanguage patrones de interacciÓn propuestos por welie (soluciones aproblemas especÍficos deinteracciÓn y como arquitectura de software lapropuesta por joomla la experiencia logra establecer dos conexionesimportantes  la primera  tiene que ver conlas teorÍas de aprendizajes ycÓmo Éstas pueden ser implantadas a travÉs de unainfraestructuratecnolÓgica  la segunda  establece la relaciÓn que existe entreunaherramienta para la construcciÓn rÁpida de portales y el proceso dedesarrollo Ágil,aprendizaje colaborativo  aprendizaje organizacional  alfabetizaciÓntecnolÓgica  aprendizaje continuo tecnolÓgico  modelado Ágil  proceso dedesarrollo,tecnologias educativas
16,desarrollo de un sistema web de gestiÓn  control e inscripciÓn deactividades extracurriculares para el ceapucv,hoy en dÍa el uso de las tecnologÍas de informaciÓn y comunicaciÓn  paralograr un sistema automatizado  son un recurso indispensable para obtenerun mejor desempeÑo en todas las Áreas de trabajo a nivel mundial  ya queestas permiten dejar a un lado los mÉtodos manuales para asÍ llevar a cabosus tareas de unaforma mÁs rÁpida y eficiente este hecho es el punto departida para el desarrollo de este trabajo de investigaciÓn en el cual sedesarrollarÁ un sistema para la automatizar la gestiÓn e inscripciÓn onlinede actividades extracurriculares del centro educativo de la asociaciÓn deprofesores de la ucv (ceapucv  en el cual se utilizarÁnherramientas de cÓdigo abierto para su desarrollo  como : el sistemamanejadorde bases de datos mysql  el cual permite entre otras cosas  un bajocosto en requerimientos para la elaboraciÓn de bases de datos  ya quedebido a su bajo consumo de procesamiento   puede ser ejecutado en unamÁquina con pocos requerimientos de memoria y procesador sin ningÚnproblema  otra herramienta de cÓdigo abierto utilizada es el lenguajehypertext preprocessor php  el cualbrinda diferentes ventajas a la hora dedesarrollar programas  una de las principales es que es un lenguajeinterpretado el cual no necesita compilaciÓn ni la utilizaciÓn de ningunamÁquina virtual para su funcionamiento  aparte de esto  es uno de loslenguajes mÁs populares que se utilizan actualmente en el mercado  dado quesu costo para el hospedaje y mantenimiento de sitios webs es mÍnimootropunto importante en la investigaciÓn fue la selecciÓn de la metodologÍa  lacual debÍa estar adaptada al desarrollo  en torno a esto se realizÓ unainvestigaciÓn entre las metodologÍas mÁs utilizadas  entre las cualesfiguran: proceso racional unificado (rup programaciÓn extrema (xp ydesarrollobasado en funcionalidades (fdd  para llegar a la conclusiÓn deutilizar esta Última nombrada  ya que por tratarse de una aplicaciÓn web depequeÑa escala  con pocos integrantes y en la cual las funcionalidades erasu principal objetivo  esta metodologÍa con procesos Ágiles la cual proveedocumentaciÓn  era la mÁsapropiada para comenzar el desarrollo  ladocumentaciÓn necesaria aplicada en esta metodologÍa para esta aplicaciÓnserÁn: diagramas de objetos  diagrama deentidad relaciÓn  diagramas desecuencias y por Último  aunque no se plantea dentro de la metodologÍa  seutilizÓ la recolecciÓn de datos  para poder esquematizar esto se realizarÁnlos diagramas de casos de uso el objetivo principal de este desarrollo  esofrecer al colegio ceapucv  la oportunidad de obtener una ventana ala tecnologÍa de hoy en dÍa para aplicarlade forma eficiente en eldesarrollo de sus actividades dentro del Ámbito de lasactividadesextracurriculares dadas en esta instituciÓn  para que asÍ puedan obtener ungran nÚmero de ventajas dentro del Ámbito acadÉmico y econÓmico,desarrollo metodologÍa mÁs diagramas datos dentro eficiente actividades bases obtener cÓdigo ventajas hoy asÍ dÍa principal investigaciÓn pocos objetivo Ámbito trabajo abierto ceapucv funcionalidades requerimientos sistema unificado ejecutado mantenimiento ala mercado racional elaboraciÓn mysql paralograr deprofesores web utilizada proveedocumentaciÓn torno plantea colegio educativo automatizado realizarÁnlos importante ladodesarrollo de un sistema web de gestiÓn  control e inscripciÓn deactividades extracurriculares para el ceapucv,aplicaciones internet
17,sistema automatizado para la gestiÓn de solicitudes en tecnologias deinformaciÓn,el acelerado avance en tecnologÍas de informaciÓn ha traÍdo comoconsecuencia el crecimiento exponencial de las redes de datos  aumentandoconsiderablemente la cantidad de dispositivos de interconexiÓn y deusuarios en las mismas  lo que ha originado que la tarea de mantenimiento atenciÓn y soporte a usuarios en las organizaciones sea cada vez mÁscompleja y costosa  aÚn contando con el conocimiento y las herramientasapropiadas en este trabajo especial de grado se presenta un sistemaautomatizado  que permite llevar la gestiÓn de solicitudes de servicio gestiÓn de inventario de plataforma tecnolÓgica y de activos de red de unaforma integrada  a fin de: mejorar la productividad de los usuarios de laorganizaciÓn  controlar y monitorizar los procesos de servicio  optimizarel uso de los recursos disponibles  reducir el impacto de las incidenciassobre la organizaciÓn  detectar las condiciones de la red organizativa dedatos  detectar problemas de flujo y conectividad de datos por malosdiseÑos de la red  entre otros los resultados obtenidos al realizar laspruebas del sistema muestran el impacto favorable sobre la organizaciÓn basado en la reducciÓn de los tiempos de respuesta en la soluciÓn de lasincidencias  en un 34 55%  el aumento en la productividad del personal deldepartamento de atenciÓn de usuarios y eficienciaen la gestiÓn de activoscon este trabajo especial de grado se deja ver la manera en que es posibleintegrar un conjunto de herramientas basadas en software libre  enfocadasen automatizar la gestiÓn de solicitudes en tecnologÍas de informaciÓn permitiendo una adecuada gestiÓn de incidencias e inventario de activos ydispositivos conectados a la red ademÁs  es novedoso  orientado al web seguro y robusto  gracias a que ofrece un diseÑo completamente modular  sila operaciÓn de un mÓdulo falla el sistema no deja de funcionar estÁpensado para ser escalable y fÁcil de adaptar  pese a ser una soluciÓnpensada para la empresa ingedigit ca puede correr bajo cualquierambiente  sin importar las dimensiones de la red  la cantidad dedispositivos conectados a ella y la dinÁmica de la organizacÓn,gestiÓn red usuarios atenciÓn informaciÓn servicio tecnologÍas conectados deja grado inventario activos detectar productividad datos trabajo cantidad organizaciÓn impacto especial solicitudes sistema escalable bajo malosdiseÑos tecnolÓgica diseÑo dimensiones ademÁs incidencias dispositivos web presenta ver personal contando interconexiÓn libre tiempos exponencial fin herramientas costosa muestran integrada organizacÓnsistema automatizado para la gestiÓn de solicitudes en tecnologias deinformaciÓn,tecnologias en comunicaciones y redes decomputadoras
18,diseÑo y desarrollo de plataforma integrada gsmsmpp para laadministraciÓn de mensajes de texto sms y publicaciÓn web,el objetivo del presente trabajo especial de grado consiste en laimplementaciÓn de una plataforma capaz de proveer  a empresas que prestanservicios de valor agregado mediante la mensajerÍa corta de texto  elcontrol de todos sus envÍos  asÍ como las respectivas respuestas de losmismos  ademÁs de ser configurable para cualquier tipo de operadora  nosÓlo a nivel nacional sino tambiÉn internacional este desarrollo fuemotivado por la necesidad de la empresa de las comunicaciones  quiÉn prestaeste tipo de servicios  con el fin de ampliar su plataforma y poder brindarun mejorar servicio a sus clientes  haciendo uso de las especificacionesdel protocolo estÁndar de clase mundial smpp (short message peertopeer la implementaciÓn fue llevada a cabo en lenguaje java y como manejador debases de datos mysql,smpp  short message peer to peer  sms  short messaging system  mensajerÍade texto,tecnologias en comunicaciones y redes decomputadoras
19,evaluaciÓn de frameworks web usando tÉcnicas de mediciÓn de rendimiento ymÉtricas de software aplicadas sobre componentes del mÓdulo deadministraciÓn del servicio comunitario caso de estudio: java server facesy struts 2,este trabajo abarca los siguientes tÓpicos: frameworks  mÉtricas desoftware y de rendimiento  y asÍ como los pasos o estrategias llevadas acabo para implementar un conjunto de herramientas que permitan evaluarcomponentes de software los componentes evaluados forman parte del mÓdulode administraciÓn de informaciÓn del servicio comunitario de la facultad deciencias  la cual se desarrollÓ  en el mismo tenor  en los frameworks javaestudiados en Éste trabajo: java server faces (jsf y struts 2 se tomÓespecial consideraciÓn que incluyeran las mismas funcionalidades y sedesarrollaran usando la misma lÓgica de programaciÓn todo esto con lafinalidad de dar respuesta a las siguientes preguntas ¿quÉ framework es mÁseficaz o ventajoso  cuando se implementa una aplicaciÓn relacionadas conentornos web de java? en nuestro trabajo se tomÓ en cuenta el frameworkstruts 2  el cual posee un controlador que viene inserto como un servletinterno de struts 2  este Último se usÓ para dirigir la relaciÓn existenteentre las acciones  la interfaz y los beans con la finalidad de trabajar lalÓgica de negocio  simultÁneamente las etiquetas de struts ayudaron aconstruir la vista y las interfaces en conjunciÓn con la tecnologÍa ajaxotro framework considerado es java server faces  el cual se usÓ de maneraanÁloga al anterior  para ejecutar la lÓgica de negocio o acciones delmismo modelo y en el que se contemplaron la interfaz grÁfica de usuario los eventos y sus componentes como si fuesen una aplicaciÓn web estÁndarpara diseÑar las diferentes interfaces o vistas que luego son mostradas alusuario luego se describe en detalle el subconjunto de mÉtricasseleccionadas  el ambiente y estrategias para realizar la mediciÓn y laspruebas de rendimiento y el analisis  diseÑo e implementaciÓn de loscomponentes de la herramienta web  de nuestra propia autorÍa  para elservicio comunitario la evaluaciÓn se realizÓ de dos maneras las mÉtricasde software se calcularon por medio de un agregado de software instaladosobre el entorno de desarrollo eclipse  metrics 136  que permitiÓ alusuario exportar los datos obtenidos en un archivo de texto para suposterior procesamiento y visualizaciÓn las mÉtricas de rendimiento fueronobtenidas mediante la herramienta httperf v9  para plataformas linux  lacual sometiÓ a stress a los componentes seleccionados como caso de estudioy arrojÓ una serie de resultados sobre el rendimiento finalmente losresultados capturados son mostrados en una herramienta  llamada visor  quepermite visualizar de manera grÁfica los valores de las mÉtricaspreviamente obtenidas,mÉtricas struts2  java server faces  servicio comunitario,aplicaciones internet
20,tetraedrizaciÓn de intervalos de volumen mediante modificaciÓn de cubosmarchantes,los dos mÉtodos principales para la visualizaciÓn de datos volumÉtricosconsisten en la visualizaciÓn directa de volÚmenes y la extracciÓn deisosuperficies el primer mÉtodo ofrece la ventaja de mostrar todo elvolumen en contexto  mientras que el segundo mÉtodo sÓlo muestra una partedel volumen fuera de contexto sin embargo  la extracciÓn de isosuperficiesrequiere menos poder de cÓmputo en comparaciÓn con la visualizaciÓn directade volumen otro mÉtodo para la visualizaciÓn de datos volumÉtricosconsiste en un hÍbrido entre ambas tÉcnicas  el cual reconstruye y muestrasubvolÚmenes del volumen mediante el uso de mallados tetraÉdricos ytÉcnicas de visualizaciÓn directa de volÚmenes para el despliegueadicionalmente  se puede almacenar el isovalor en cada vÉrtice del malladoobtenido  lo que permite el uso de dichos mallados para realizarsimulaciones mediante el uso de elementos finitos en la actualidad  losalgoritmos existentes para la extracciÓn de intervalos de volumen soncomplicados o generan una alta cantidad de primitivas en este trabajo sepropone un algoritmo basado en la adaptaciÓn de cubos marchantes paraextraer intervalos de volumen en lugar de isosuperficies  el cual tiene untiempo de respuesta inferior a los algoritmos existentes y genera unmallado final con una menor cantidad de primitivas sin necesidad derecurrir a algoritmos complejos durante la extracciÓn del intervalo de cadacelda del volumen,datos volumÉtricos  isosuperficies  intervalos de volumen,computacion grafica
21,desarrollo de un sistema de gestiÓn escolar usando elementos deaplicaciones web enriquecidas,para el desarrollo del sistema de gestiÓn escolar del ceapucv esindispensable el uso de herramientas que ayuden de manera versÁtil y eficazen la construcciÓn de esta aplicaciÓn adicionalmente  se quiere que estaaplicaciÓn tenga una interacciÓn con el usuario de la forma mas fluidaposible  para ello se utilizaron elementos de aplicaciones web enriquecidasmÁs especÍficamente el enfoque ajax y todas las bondades que este ofrece,ajax  sistema  web  gestiÓn escolar  ceapucv,aplicaciones internet
22,aprenda token ring: sistema didactico para la enseÑanza de la arquitecturade red token ring,el presente trabajo especial de grado consiste en el desarrollo de unaaplicaciÓndenominada aprenda token ring  la cual serÁ utilizada como apoyoen los cursosbÁsicos de redes aprenda token ringestÁ basada en el estÁndarieee 8025 y provee un conjunto de herramientas que permiten a losestudiantes del Área deredes y comunicaciones conocer el funcionamiento dela arquitectura de redtoken ring mediante simulaciones que muestran losprocesos que se llevan acabo en este tipo de redes dependiendo de un eventoparticular como lo es la inserciÓn de una nueva estaciÓn  la eliminaciÓn deuna estaciÓn  la eliminaciÓn demonitor activo  el envÍo de tramas  etc eltrabajo se inicia con un estudio teÓrico de los aspectos mÁs relevantes delestÁndar ieee 8025 durante la implementaciÓn de la aplicaciÓn  se utilizÓuna metodologÍa iterativa basada en las nuevas tendencias del modelo dedesarrollo Ágil que plantea la creaciÓn de cada una de las herramientas dela aplicaciÓn en una iteraciÓn del proceso que abarca las fases deanÁlisis  diseÑo  implementaciÓn y pruebas aprenda token ringincorporatambiÉn un conjunto de utilidades que permite que el estudiante sefamiliarice con el tema  como lo son un glosario de tÉrminos donde se dauna breve explicaciÓn de la terminologÍa mÁs usada  una ayuda donde seexplica cÓmo usar la aplicaciÓn  un mÓdulo de evaluaciÓn donde se mide elaprendizaje del usuario el producto final junto a la documentaciÓn de lainvestigaciÓn serÁn ofrecidos a la escuela de computaciÓn de la facultad deciencias de la ucv  para que sea utilizado por los profesores del Área deredes y comunicaciones  como apoyo en la enseÑanza de las redes tokenring,token ring  sistema didÁctico  topologÍa de anillo  redes simulador,tecnologias en comunicaciones y redes decomputadoras
23,herramienta de apoyo para la formulaciÓn de proyectos socioproductivoscomunales,a travÉs de este trabajo especial de grado se construye un producto desoftware ue apoya la formulaciÓn de proyectos socioproductivos comunalesesta erramienta permite a las usuarias y usuarios  luego de la fase deestudio y diagnÓstico de la realidad comunal  poder convertir sus ideasproyectos  relacionadas con actividades productivas  en un proyecto socioproductivo en sÍ esto a travÉs de la aplicaciÓn de una metodologÍa para laformulaciÓn de proyectos y la generaciÓn del mismo en formato digital setomÓ como propuesta piloto la metodologÍa diseÑada por el banco dedesarrollo de la mujer  para financiar proyectos socioproductivos amujeres de nuestro pueblo  proveyÉndolas  de esta manera  de un instrumentopara el manejo de dicha metodologÍa la herramienta desarrollada es unaaplicaciÓn web a la que pueden acceder las usuarias a fin de presentar susproyectos ante la instituciÓn asÍ como tambiÉn puede ser utilizada porcualquier internauta que desee orientarla hacia otros destinos  ya sea parafines sÓlo de proyectos como para la consecuciÓn de financiamientos atravÉs de otros entes con competencia en la materia,proyectos socioproductivos  gobierno electrÓnico  herramienta web,aplicaciones internet
24,generato: generador de sitios web administrativos basado en la ingenierÍade reverso al modelo de datos,generato es una aplicaciÓn que recibe como entrada una bases de datos  y apartir de esta  extrae sus metadatos con la informaciÓn obtenida de losmetadatos y junto con la informaciÓn de configuraciÓn del sitiosuministrada por el usuario  se genera una aplicaciÓn web administrativael sistema construido  generato  tiene como objetivo generar de formaautomÁtica aplicaciones web que se encarguen de gestionar la informaciÓncontenida en una bases de datos  contribuyendo asÍ a minimizar el tiempo enel desarrollo de este tipo de aplicaciones la gestiÓn que realiza elsistema sobre las diferentes bases de datos incluye operaciones como:listar  buscar  insertar  modificar y eliminar cualquier informaciÓncontenida en las tablas de la misma en su versiÓn inicial  deusweb[gonzÁlez  2006]  la creaciÓn de los archivos fuentes del sitio generado esllevada a cabo por un solo motor implementado en la aplicaciÓn: jsp /servlets  el cual estÁ constituido por un conjunto de procesadores paraeste trabajo especial de grado se propuso la implementaciÓn y configuraciÓnde un nuevo motor en la aplicaciÓn de una forma fÁcil  y que sea deprovecho en versiones sucesivas  asÍ como la inclusiÓn de nuevos sistemasmanejadores de bases de datos para gestionar las tablas que son generadas enel sitio web el propÓsito de este trabajo especial de grado consiste endesarrollar el sistema que permita la creaciÓn de sitios webadministrativos a partir de una bases de datos existente  a travÉs delproceso de desarrollo de software: scrum el alcance de este desarrolloinvolucra generar cÓdigo php a partir de bases de datos mysql  postgresql y oracle  de igual forma combinando la generaciÓn de cÓdigo jsp con ellaspara la construcciÓn de este sistema  se estudiaron herramientas quegeneran aplicaciones web administrativas a partir de la ingenierÍa dereverso al modelo de datos  haciendo Énfasis en la versiÓn previa de laaplicaciÓn del estudio de estas aplicaciones  surgieron lasfuncionalidades desarrolladas en el sistema sin embargo el sistemadesarrollado incluye nuevas funcionalidades con respecto a los sistemasevaluados  por ejemplo: el manejo de las claves forÁneas y la manipulaciÓnde los archivos almacenados en la bases de datos  entre otros, generadordeusweb generato aplicaciones web administrativas php jsp ingenieriareverso modelo base datos extensible oracle postgres mysql scrum servletsmetadata wizard asistente,aplicaciones internet
25,sistema de informacion para la mediciÓn y anÁlisis de la presencia deinformaciÓn en los medios de comunicaciÓn (aplicaciÓn: medios impresos,el presente trabajo especial de grado tiene como finalidad organizar acceder  procesar  recuperar y distribuir la informaciÓn de un medio decomunicaciÓn creando una herramienta tecnolÓgica que permita la mediciÓnde la presentaciÓn de la informaciÓn suministrada por los distintos medios para el subsecuente anÁlisis y comprensiÓn de los cambios sociales polÍticos y econÓmicos del entorno de interÉs,comunicaciÓn  web  medios  prensa escrita  anÁlisis morfolÓgico  anÁlisisde contenido  investigar  organizar  analizar  ponderar  valorar,sistemas de informacion
